name,city,state,country,latitude,longitude,tees,holes,par,rating,slope,access_type,website
Hernando Oaks Golf Country Club,Brooksville,Florida,USA,28.5080642,-82.4307098,[],18,72,,,Public,http://www.hernandooaksgc.com/
Herndon Centennial Golf Course,Herndon,Virginia,USA,38.97524216,-77.39384687,[],18,71,,,Public,http://www.herndongolf.com
Heroes Golf Course,Los Angeles,California,USA,34.0638155,-118.4644853,[],9,27,,,Public,https://heroesgolfcourse.com/
Heron At The Villages Executive Golf Trail,The Villages,Florida,USA,28.9010353,-81.9864929,[],9,28,,,Private,https://www.thevillages.com/golf/heron-executive/
Heron Bay Golf Country Club,Locust Grove,Georgia,USA,33.3384643,-84.1951292,[],18,72,,,Private,http://greenvalleygolfgroup.com/heron-bay
Heron Creek Golf And Country Club Creek Oaks Course,North Port,Florida,USA,27.0590752,-82.2203667,[],18,72,,,Semi-Private,http://www.heroncreekgcc.com/
Heron Creek Golf And Country Club Marsh Creek Course,North Port,Florida,USA,27.0590752,-82.2203667,[],18,72,,,Semi-Private,http://www.heroncreekgcc.com/
Heron Creek Golf And Country Club Oaks Marsh Course,North Port,Florida,USA,27.0590752,-82.2203667,[],18,72,,,Semi-Private,http://www.heroncreekgcc.com/
Heron Creek Golf Club,Clinton,New York,USA,43.073274,-75.375008,[],9,36,,,Public,http://heroncreekgolf.com
Heron Creek Golf Club,Lagrange,Indiana,USA,41.6514882,-85.4347375,[],18,71,,,Public,https://www.heroncreekgolfclub.com/
Heron Eagle At Okeeheelee Golf Course,West Palm Beach,Florida,USA,26.6569637,-80.1561294,[],18,72,,,Public,http://pbcokeeheeleegolf.com/
Heron Glen Golf Course,Ringoes,New Jersey,USA,40.4578,-74.8464,"[{""name"":""Black"",""rating"":73.1,""par"":72,""slope"":135},{""name"":""Blue"",""rating"":71.2,""par"":72,""slope"":131},{""name"":""White"",""rating"":69.4,""par"":72,""slope"":126}]",18,72,74.3,135,Public,
Heron Golf Course At Pelican Preserve Golf Club,The Villages,Florida,USA,28.9010353,-81.9864929,[],9,36,,,Public,http://www.golfthevillages.com/executive-golf/execHome.asp?course=HERON
Heron Lakes (Great Blue),Portland,Oregon,USA,45.6009,-122.7099,"[{""name"":""Black"",""rating"":74.2,""par"":72,""slope"":137},{""name"":""Blue"",""rating"":71.9,""par"":72,""slope"":132},{""name"":""White"",""rating"":69.6,""par"":72,""slope"":126}]",18,72,74.1,136,Public,
Heron Lakes (Greenback),Portland,Oregon,USA,45.6028,-122.6989,"[{""name"":""Black"",""rating"":72.1,""par"":71,""slope"":131},{""name"":""Blue"",""rating"":70.4,""par"":71,""slope"":126},{""name"":""White"",""rating"":68.3,""par"":71,""slope"":120}]",18,72,71.9,129,Public,
Heron Lakes Country Club,Mobile,Alabama,USA,30.6418286,-88.1297882,[],18,72,,,Semi-Private,http://www.heronlakescountryclub.com/
Heron Lakes Golf Course,Houston,Texas,USA,29.9347951,-95.5404553,[],18,65,,,Public,http://heronlakesgolfcourse.com
Heron Osprey At Burnt Store Marina Country Club,Punta Gorda,Florida,USA,26.7697772,-82.0453262,[],18,60,,,Semi-Private,http://www.bsgac.org/
Heron Pelican At Burnt Store Marina Country Club,Punta Gorda,Florida,USA,26.7697772,-82.0453262,[],18,61,,,Semi-Private,http://www.bsgac.org/
Heron Point At Sea Pines Resort,Hilton Head Island,South Carolina,USA,32.14131579,-80.79809189,[],18,72,,,Public,http://seapines.com
Heron Ridge Golf Club,Virginia Beach,Virginia,USA,36.73406922,-76.03182793,[],18,72,,,Public,http://www.heronridge.com
Herons Glen Golf Country Club,North Fort Myers,Florida,USA,26.7674628,-81.9169752,[],18,72,,,Semi-Private,https://heronsglencc.com/
Heronwood,Upperville,Virginia,USA,38.9806226,-77.8588194,[],18,,,,Public,
Hershey Country Club (West),Hershey,Pennsylvania,USA,40.2928,-76.6575,"[{""name"":""Championship"",""rating"":72.4,""par"":70,""slope"":132},{""name"":""Tournament"",""rating"":70.1,""par"":70,""slope"":128},{""name"":""Member"",""rating"":68.5,""par"":70,""slope"":124}]",18,73,74.3,137,Semi-Private,
Hershey Golf Club,Hershey,Pennsylvania,USA,40.2745,-76.6543,"[{""name"":""Championship"",""rating"":72.8,""par"":71,""slope"":135},{""name"":""Blue"",""rating"":70.9,""par"":71,""slope"":130},{""name"":""White"",""rating"":68.6,""par"":71,""slope"":124}]",18,71,73.5,136,Semi-Private,
Hersheys Mill Golf Club,West Chester,Pennsylvania,USA,40.00362026,-75.55921087,[],18,71,,,Private,http://www.hersheysmillgolfclub.com
Hesperia Golf Country Club,Hesperia,California,USA,34.408056,-117.271174,[],18,72,,,Semi-Private,https://www.hesperiagolfclub.com/
Hessel Ridge Golf,Clark Township,Michigan,USA,46.0350102,-84.4313924,[],18,70,,,Public,https://www.hesselridge.com/
Hesston Golf Park,Hesston,Kansas,USA,38.1408,-97.4475,"[{""name"":""Black"",""rating"":72.5,""par"":72,""slope"":128},{""name"":""Blue"",""rating"":70.8,""par"":72,""slope"":125},{""name"":""White"",""rating"":68.9,""par"":72,""slope"":120},{""name"":""Red"",""rating"":66.8,""par"":72,""slope"":116}]",18,71,71.3,123,Public,
Hesston Municipal Golf Park,Hesston,Kansas,USA,38.137249,-97.416061,[],18,71,,,Public,http://www.hesstongolf.com/
Hettinger Country Club,Hettinger,North Dakota,USA,45.9555143,-102.6035436,"[{""name"":""Blue (M)"",""rating"":33.8,""par"":36,""slope"":111},{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":null},{""name"":""Red (M)"",""rating"":null,""par"":36,""slope"":null}]",18,36,,,Public,https://www.hettingercountryclub.net/
Hi Point Golf Course,Iowa City,Iowa,USA,41.6760867,-91.4677006,[],18,72,,,Public,https://hipointgolfcourse.com/
Hiawatha Country Club,Hiawatha,Kansas,USA,39.8361367,-95.537365,[],9,36,,,Private,http://www.hiawathacountryclub.com/
Hiawatha Golf Club,Tomah,Wisconsin,USA,44.0285598,-90.5298979,[],18,72,,,Semi-Private,http://www.golfhiawatha.com
Hiawatha Golf Club,Minneapolis,Minnesota,USA,44.9207799,-93.2403307,[],18,73,,,Public,https://www.minneapolisparks.org/golf/courses/hiawatha_golf_club/
Hiawatha Golf Club,Canton,South Dakota,USA,43.3032102,-96.5545832,"[{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":102},{""name"":""Red (F)"",""rating"":null,""par"":36,""slope"":105}]",9,36,,,Public,https://hiawathagolfclub.com/
Hiawatha Sportsman���s Club Golf Course,Garfield Township,Michigan,USA,46.1045846,-85.4518953,[],9,36,,,Private,https://www.hiawathaclub.com/
Hiawatha Trails,Guilderland,New York,USA,42.6927364,-73.89765934,[],9,57,,,Public,http://www.playhiawathagolf.com
Hibiscus Golf Club,Naples,Florida,USA,26.1076661,-81.7383629,[],18,71,,,Public,https://hibiscusgolf.com/
Hickman Country Club,Hickman,Kentucky,USA,36.5457187,-89.1601792,[],9,36,,,Semi-Private,
Hickory Bend Golf Course,Zionsville,Indiana,USA,40.0380102,-86.3022941,[],9,36,,,Public,http://www.hickorybendgolf.com/
Hickory Creek Golf Course,Ypsilanti,Michigan,USA,42.32397,-83.5520961,[],18,72,,,Public,https://www.hickorycreekgolf.com/
Hickory Creek Golf Course,Matteson,Illinois,USA,41.5189864,-87.8072378,[],9,36,,,Semi-Private,
Hickory Creek Golf Course,Jacksonville,Arkansas,USA,34.94853344,-92.167992,[],18,67,,,Public,http://www.hickorycreekgolfcourse.com
Hickory Flats Golf Course,West Lafayette,Ohio,USA,40.2551516,-81.7496022,[],18,72,,,Semi-Private,http://hickorygrove.phantomgolf.com
Hickory Grove Country Club,Fennimore,Wisconsin,USA,43.0356007,-90.6584304,[],9,36,,,Semi-Private,https://hickorygrovegolfcourse.com/
Hickory Grove Golf Club,Jefferson,Ohio,USA,41.7107125,-80.7562697,[],18,72,,,Semi-Private,http://hickorygrove.phantomgolf.com
Hickory Grove Golf Course,Oelwein,Iowa,USA,42.6497576,-91.9014344,[],9,36,,,Semi-Private,http://golfoelwein.com/course/hickory-grove-golf-course/
Hickory Heights Golf Club,Spring Grove,Pennsylvania,USA,39.8689509,-76.8368463,[],18,71,,,Public,http://golfhickoryheights.com
Hickory Hill Country Club Resort,Gautier,Mississippi,USA,30.45770043,-88.62722397,[],18,72,,,Semi-Private,http://www.hhccr.com/home
Hickory Hill Golf Club,Baldwinsville,New York,USA,43.17867481,-76.26760483,[],18,62,,,Public,http://www.hickoryhillgolfcourse.com
Hickory Hill Golf Course,Warwick,New York,USA,41.24333348,-74.33069319,[],18,72,,,Public,http://orangecountynyparks.com/hickory-hill-golf-course
Hickory Hill Golf Course,Wixom,Michigan,USA,42.5538559,-83.5209112,[],9,35,,,Public,http://www.hickoryhillgc.com/
Hickory Hill Golf Course Creekside Roadside,Jackson,Georgia,USA,33.3222262,-83.9478418,[],18,71,,,Semi-Private,http://www.hickoryhillgolfclub.com
Hickory Hill Golf Course Fieldside Creekside,Jackson,Georgia,USA,33.3222262,-83.9478418,[],18,72,,,Semi-Private,http://www.hickoryhillgolfclub.com
Hickory Hill Golf Course Roadside Fieldside,Jackson,Georgia,USA,33.3222262,-83.9478418,[],18,71,,,Semi-Private,http://www.hickoryhillgolfclub.com
Hickory Hills Country Club,Chilton,Wisconsin,USA,44.0545004,-88.1931977,[],9,36,,,Public,https://www.hhccgolf.com/
Hickory Hills Country Club,Springfield,Missouri,USA,37.208,-93.238,"[{""name"":""Black"",""rating"":73.5,""par"":71,""slope"":136},{""name"":""Blue"",""rating"":71.2,""par"":71,""slope"":132}]",18,72,74.5,139,Private,
Hickory Hills Golf Club,Hicksville,Michigan,USA,42.2196578,-84.4796093,[],9,36,,,Public,http://www.hickoryhillsjackson.com/
Hickory Hills Golf Club,Hickory Hills,Illinois,USA,41.7147223,-87.8264987,[],9,29,,,Public,http://hhcountryclub.com
Hickory Hills Golf Course,Eau Claire,Wisconsin,USA,44.7132634,-91.4428466,[],18,63,,,Public,https://www.golfhickoryhills.com/
Hickory Hills Golf Course,Bushnell Township,Michigan,USA,43.1224317,-85.0709672,[],9,36,,,Public,https://www.groupon.com/biz/ionia-mi/hickory-hills-golf-course
Hickory Hills Golf Course,Methuen,Massachusetts,USA,42.69773367,-71.23514706,[],18,71,,,Public,http://www.golfhickoryhill.com
Hickory Hollow Golf Course,Macomb,Michigan,USA,42.6600168,-82.8846314,[],18,73,,,Public,http://www.hickoryhollowgc.com/
Hickory Knob Golf Course,McCormick,South Carolina,USA,33.8880875,-82.41548538,[],18,72,,,Public,http://www.hickoryknobresort.com
Hickory Knoll Golf Course,Montague,Michigan,USA,43.3984334,-86.3200519,[],9,36,,,Public,http://www.hickoryknollgolf.com/
Hickory Knoll Golf Course,Lake Villa,Illinois,USA,42.3991704,-88.1140414,[],9,30,,,Public,https://www.hickoryknollgc.com/
Hickory Point Golf Course,Decatur,Illinois,USA,39.9184153,-88.9694618,[],18,72,,,Public,https://www.decatur-parks.org/golf/hickory-point-golf-club/
Hickory Ridge Golf Country Club,Holley,New York,USA,43.23313361,-78.09987289,[],18,72,,,Public,http://www.hickoryridgegolfresort.com
Hickory Ridge Golf Course,Cato,New York,USA,43.15845302,-76.57114639,[],9,35,,,Public,http://www.facebook.com/hickoryridgegolfcourse
Hickory Ridge Golf Course,Comstock Charter Township,Michigan,USA,42.2921388,-85.4804037,[],9,33,,,Public,http://www.golfhickoryridge.com/
Hickory Ridge Golf Course,Carbondale,Illinois,USA,37.7545904,-89.2535873,[],18,72,,,Public,https://www.cpkd.org/places/united-states/illinois/carbondale/facilities/hickory-ridge-golf-course/
Hickory Ridge Public Golf Center,Carbondale,Illinois,USA,37.75800579,-89.25084524,[],18,72,,,Public,http://www.hickoryridgegolf.org
Hickory Stick Golf Club,Greenwood,Indiana,USA,39.555,-86.173,"[{""name"":""Black"",""rating"":73.2,""par"":72,""slope"":136},{""name"":""Blue"",""rating"":71.1,""par"":72,""slope"":131},{""name"":""White"",""rating"":68.9,""par"":72,""slope"":125}]",18,71,73.2,135,Public,
Hickory Sticks Golf Club,California,Ohio,USA,40.827766,-84.5769045,[],18,71,,,Public,http://www.hickorysticks.com/
Hickory Sticks Golf Club,California,Kentucky,USA,38.9575771,-84.3052211,[],18,71,,,Public,http://hickorysticks.com/
Hickory Swing Golf Course,Great Falls,Montana,USA,47.50093056,-111.3311594,"[{""name"":""Blue (M)"",""rating"":null,""par"":60,""slope"":null},{""name"":""White (M)"",""rating"":null,""par"":60,""slope"":null}]",18,60,,,Semi-Private,http://hickoryswinggolf.com
Hickory Valley Golf Club,Gilbertsville,Pennsylvania,USA,40.3248133,-75.575914,[],18,71,,,Public,http://www.hickoryvalley.com/
Hickory Woods Golf Course,Loveland,Ohio,USA,39.54286681,-82.92876541,[],18,70,,,Public,http://www.hickorywoods.com
Hidden Acres Executive Golf,Warsaw,New York,USA,42.74432626,-78.06674802,[],9,58,,,Public,
Hidden Acres Golf Course,Hainesville,New Jersey,USA,41.26244291,-74.81065213,[],9,35,,,Public,http://www.hiddenacresgolfnj.com
Hidden Acres Golf Course,Sioux City,Iowa,USA,42.580022,-96.3757229,[],9,35,,,Public,https://www.hiddenacresgolf.com/
Hidden Acres Golf Course,Beatrice,Nebraska,USA,40.2376679,-96.7984814,[],18,71,,,Semi-Private,http://www.hiddenacresgolfcourse.com/
Hidden Acres Golf Course,Hazel Green,Alabama,USA,34.9125,-86.5812,"[{""name"":""Blue"",""rating"":68.5,""par"":36,""slope"":118},{""name"":""White"",""rating"":66.8,""par"":36,""slope"":114}]",9,71,69.4,119,Public,
Hidden Bridge Golf Club,Sheridan,Wyoming,USA,44.80226381,-106.9902649,"[{""name"":""Black/Blue (M)"",""rating"":71.1,""par"":72,""slope"":119},{""name"":""Blue/White (M)"",""rating"":67.5,""par"":72,""slope"":110},{""name"":""White/Yellow (F)"",""rating"":68.1,""par"":72,""slope"":118},{""name"":""White/Yellow (M)"",""rating"":63.8,""par"":72,""slope"":102},{""name"":""Yellow/Red (F)"",""rating"":65.9,""par"":72,""slope"":113}]",9,36,,,Semi-Private,http://hiddenbridgegolf.com
Hidden Cove Golf Course,Holbrook,Arizona,USA,34.91933632,-110.1938555,[],9,36,,,Public,http://holbrookaz.gov
Hidden Creek Country Club,Reston,Virginia,USA,38.96193644,-77.34634916,[],18,71,,,Private,http://www.hiddencreekcc.com
Hidden Creek Family Golf Course,Midwest City,Oklahoma,USA,35.4725358,-97.39179053,[],9,30,,,Public,http://midwestcityok.org/HiddenCreekFamilyGolfCourse/p/455415/Default.aspx
Hidden Creek Golf Club,Lima,Ohio,USA,40.8146131,-83.9854203,[],18,72,,,Public,http://hiddencreekgolfclub.net
Hidden Creek Golf Club,Sellersburg,Indiana,USA,38.3661621,-85.7260427,[],9,37,,,Public,https://hiddencreekgolfclub.com/
Hidden Creek Golf Club,Egg Harbor Township,New Jersey,USA,39.4214,-74.6536,"[{""name"":""Black"",""rating"":74.9,""par"":72,""slope"":145},{""name"":""Blue"",""rating"":72.7,""par"":72,""slope"":140},{""name"":""White"",""rating"":70.3,""par"":72,""slope"":135}]",18,71,74.6,140,Private,
Hidden Creek Golf Course,Burleson,Texas,USA,32.532683,-97.3137993,[],18,72,,,Public,http://www.hiddencreekgc.com/
Hidden Creek Golf Course,Litchfield,New Hampshire,USA,42.8681,-71.4328,"[{""name"":""Black"",""rating"":72.1,""par"":72,""slope"":128},{""name"":""Blue"",""rating"":70.5,""par"":72,""slope"":124},{""name"":""White"",""rating"":69.2,""par"":72,""slope"":120}]",18,71,69.3,123,Public,
Hidden Cypress Golf Club,Bluffton,South Carolina,USA,32.27734648,-80.97881355,[],18,72,,,Public,http://www.suncityhiltonhead.org
Hidden Cypress Golf Club,Cordele,Georgia,USA,31.9532268,-83.9174601,[],18,72,,,Public,http://www.lakeblackshearresort.com/
Hidden Falls Golf Course,Marble Falls,Texas,USA,30.5679117,-98.2946437,[],18,72,,,Public,http://www.hiddenfallsgolfcourse.com/
Hidden Glen At Bentdale Farms,Cedarburg,Wisconsin,USA,43.3091063,-88.06920111,[],18,72,,,Private,http://www.hiddenglengolfclub.com
Hidden Greens,Marshan Township,Minnesota,USA,44.6595231,-92.8389274,[],18,72,,,Public,https://www.hiddengreensgolf.com/
Hidden Greens North,Solon Springs,Wisconsin,USA,46.36357378,-91.78055763,[],18,72,,,Public,http://www.hiddengreensnorth.com
Hidden Hills,Owensburg,Indiana,USA,38.927327,-86.7237211,[],18,70,,,Public,http://www.hiddenhillsgolf.com
Hidden Hills Country Club,Jacksonville,Florida,USA,30.3738091,-81.4955538,[],18,72,,,Public,http://hiddenhillsgc.com/
Hidden Hills Country Club,Geneva,Nebraska,USA,40.5369812,-97.6201954,[],9,36,,,Semi-Private,http://www.hiddenhillscountryclub.com/
Hidden Hills Golf and Country Club,Tompkinsville,Kentucky,USA,36.6852703,-85.6940667,[],18,72,,,Semi-Private,
Hidden Hills Golf Course,Pampa,Texas,USA,35.5912175,-100.9431514,[],18,71,,,Public,http://www.hiddenhillsgolfclub.com/
Hidden Hills Golf Course,Bettendorf,Iowa,USA,41.6008753,-90.4701702,[],18,70,,,Public,https://www.hiddenhills-golf.com/
Hidden Hollow Country Club,Rehoboth,Massachusetts,USA,41.7898496,-71.2479248,[],9,35,,,Public,http://www.golflink.com/golf-courses/course.aspx?course=463845
Hidden Lake Country Club,Sheffield,Illinois,USA,41.3363758,-89.7328744,[],18,70,,,Semi-Private,
Hidden Lake Park,Boca Raton,Florida,USA,26.4186775,-80.0830461,[],18,72,,,Public,https://www.myboca.us/Facilities/Facility/Details/Hidden-Lakes-Park-131
Hidden Lakes Golf Course,New Smyrna Beach,Florida,USA,29.0380211,-80.9453953,[],18,69,,,Public,http://www.hiddenlakesgolfclub.com/
Hidden Lakes Golf Course,Derby,Kansas,USA,37.5818,-97.2346,"[{""name"":""Black"",""rating"":72.8,""par"":72,""slope"":128},{""name"":""Blue"",""rating"":71.2,""par"":72,""slope"":124},{""name"":""White"",""rating"":69.1,""par"":72,""slope"":120},{""name"":""Red"",""rating"":66.5,""par"":72,""slope"":114}]",18,72,72.8,130,Public,
Hidden Meadows Golf Course,Glenmont,New York,USA,42.58421204,-73.77589461,[],9,54,,,Semi-Private,http://www.golfhiddenmeadows.com
Hidden Meadows Golf Course,Old Town,Maine,USA,44.9632492,-68.7184753,"[{""name"":""Green (M)"",""rating"":null,""par"":35,""slope"":118},{""name"":""White (M)"",""rating"":null,""par"":35,""slope"":116},{""name"":""Gold (M)"",""rating"":null,""par"":35,""slope"":118},{""name"":""Red (F)"",""rating"":null,""par"":36,""slope"":113},{""name"":""Silver (M)"",""rating"":null,""par"":35,""slope"":null},{""name"":""Orange (M)"",""rating"":null,""par"":35,""slope"":null}]",9,35,,,Public,http://www.hiddenmeadowsgolf.com/
Hidden Meadows Golf Course,Northport,Alabama,USA,33.2959231,-87.639436,[],18,72,,,Semi-Private,http://www.thedellsgolf.com/
Hidden Oaks Country Club,Santa Barbara,California,USA,34.4291346,-119.7896033,[],9,27,,,Semi-Private,https://hiddenoaksgolfcoursesb.weebly.com/
Hidden Oaks Golf Course,Vienna,Ohio,USA,41.21994543,-80.63406944,[],9,36,,,Public,http://hiddenoaksgolf.com
Hidden Oaks Golf Course,Saint Louis,Michigan,USA,43.4166032,-84.6303425,[],18,72,,,Public,http://www.golfhiddenoaks.com/
Hidden River Golf & Casting,Brutus,Michigan,USA,45.474,-84.77,"[{""name"":""Championship"",""rating"":73.6,""par"":72,""slope"":138},{""name"":""Tournament"",""rating"":71.4,""par"":72,""slope"":133},{""name"":""Member"",""rating"":69.2,""par"":72,""slope"":127}]",18,72,74.1,140,Public,
Hidden River Golf and Casting Club,Brutus,Michigan,USA,45.5040893,-84.7510854,[],18,72,,,Semi-Private,https://www.hiddenriver.com/
Hidden Springs Country Club,Desert Hot Springs,California,USA,33.9356273,-116.4819474,[],9,31,,,Public,https://treehousecommunities.com/communities/hidden-springs
Hidden Springs Golf Course,Overbrook,Kansas,USA,38.7662277,-95.5753479,[],9,36,,,Public,http://www.hiddenspringsgc.com
Hidden Trails Country Club,Dexter,Missouri,USA,36.7836028,-90.01766744,[],18,72,,,Semi-Private,http://facebook.com/hiddentrailscountryclub18
Hidden Trails Country Club,Oklahoma City,Oklahoma,USA,35.3908,-97.5256,"[{""name"":""Black"",""rating"":73.8,""par"":72,""slope"":134},{""name"":""Blue"",""rating"":71.5,""par"":72,""slope"":129},{""name"":""White"",""rating"":69.2,""par"":72,""slope"":124}]",18,71,73.1,132,Private,
